No.,Time,,Time 1,Time 2,Delay,,Rata2 Delay,,delay 1,delay 2,var delay,,tot var,Jitter
5678,36.58634,,36.58634,36.5864,6E-05,,,,6E-05,4.8E-05,-1.2E-05,,,
5679,36.5864,,36.5864,36.586448,4.8E-05,,,,4.8E-05,0.000522,0.000474,,,
5680,36.586448,,36.586448,36.58697,0.000522,,,,0.000522,0.010182,0.00966,,,
5681,36.58697,,36.58697,36.597152,0.010182,,,,0.010182,0.000116,-0.010066,,,
5682,36.597152,,36.597152,36.597268,0.000116,,,,0.000116,0.049237,0.049121,,,
5683,36.597268,,36.597268,36.646505,0.049237,,,,0.049237,0.002891,-0.046346,,,
5684,36.646505,,36.646505,36.649396,0.002891,,,,0.002891,0,-0.002891,,,
5685,36.649396,,36.649396,36.649396,0,,,,0,0.01038,0.01038,,,
5686,36.649396,,36.649396,36.659776,0.01038,,,,0.01038,0.000125,-0.010255,,,
5687,36.659776,,36.659776,36.659901,0.000125,,,,0.000125,4E-05,-8.5E-05,,,
5688,36.659901,,36.659901,36.659941,4E-05,,,,4E-05,3.8E-05,-2E-06,,,
5689,36.659941,,36.659941,36.659979,3.8E-05,,,,3.8E-05,3.9E-05,1E-06,,,
5690,36.659979,,36.659979,36.660018,3.9E-05,,,,3.9E-05,4.3E-05,4E-06,,,
5691,36.660018,,36.660018,36.660061,4.3E-05,,,,4.3E-05,4.6E-05,3E-06,,,
5692,36.660061,,36.660061,36.660107,4.6E-05,,,,4.6E-05,4.7E-05,1E-06,,,
5693,36.660107,,36.660107,36.660154,4.7E-05,,,,4.7E-05,4.6E-05,-1E-06,,,
5694,36.660154,,36.660154,36.6602,4.6E-05,,,,4.6E-05,4.2E-05,-4E-06,,,
5695,36.6602,,36.6602,36.660242,4.2E-05,,,,4.2E-05,0.007827,0.007785,,,
5696,36.660242,,36.660242,36.668069,0.007827,,,,0.007827,0.009938,0.002111,,,
5697,36.668069,,36.668069,36.678007,0.009938,,,,0.009938,0.016885,0.006947,,,
5698,36.678007,,36.678007,36.694892,0.016885,,,,0.016885,0.00241,-0.014475,,,
5699,36.694892,,36.694892,36.697302,0.00241,,,,0.00241,0.000438,-0.001972,,,
5700,36.697302,,36.697302,36.69774,0.000438,,,,0.000438,0.000147,-0.000291,,,
5701,36.69774,,36.69774,36.697887,0.000147,,,,0.000147,4.8E-05,-9.9E-05,,,
5702,36.697887,,36.697887,36.697935,4.8E-05,,,,4.8E-05,4.4E-05,-4E-06,,,
5703,36.697935,,36.697935,36.697979,4.4E-05,,,,4.4E-05,4E-05,-4E-06,,,
5704,36.697979,,36.697979,36.698019,4E-05,,,,4E-05,0.019954,0.019914,,,
5705,36.698019,,36.698019,36.717973,0.019954,,,,0.019954,0.010165,-0.009789,,,
5706,36.717973,,36.717973,36.728138,0.010165,,,,0.010165,0.000108,-0.010057,,,
5707,36.728138,,36.728138,36.728246,0.000108,,,,0.000108,3.3E-05,-7.5E-05,,,
5708,36.728246,,36.728246,36.728279,3.3E-05,,,,3.3E-05,3.6E-05,3E-06,,,
5709,36.728279,,36.728279,36.728315,3.6E-05,,,,3.6E-05,3.5E-05,-1E-06,,,
5710,36.728315,,36.728315,36.72835,3.5E-05,,,,3.5E-05,0.020358,0.020323,,,
5711,36.72835,,36.72835,36.748708,0.020358,,,,0.020358,0.009911,-0.010447,,,
5712,36.748708,,36.748708,36.758619,0.009911,,,,0.009911,0.000245,-0.009666,,,
5713,36.758619,,36.758619,36.758864,0.000245,,,,0.000245,0.056049,0.055804,,,
5714,36.758864,,36.758864,36.814913,0.056049,,,,0.056049,0.000392,-0.055657,,,
5715,36.814913,,36.814913,36.815305,0.000392,,,,0.000392,0.003112,0.00272,,,
5716,36.815305,,36.815305,36.818417,0.003112,,,,0.003112,0.000583,-0.002529,,,
5717,36.818417,,36.818417,36.819,0.000583,,,,0.000583,0.010384,0.009801,,,
5718,36.819,,36.819,36.829384,0.010384,,,,0.010384,0.000161,-0.010223,,,
5719,36.829384,,36.829384,36.829545,0.000161,,,,0.000161,5.5E-05,-0.000106,,,
5720,36.829545,,36.829545,36.8296,5.5E-05,,,,5.5E-05,5.1E-05,-4E-06,,,
5721,36.8296,,36.8296,36.829651,5.1E-05,,,,5.1E-05,5E-05,-1E-06,,,
5722,36.829651,,36.829651,36.829701,5E-05,,,,5E-05,0.00975,0.0097,,,
5723,36.829701,,36.829701,36.839451,0.00975,,,,0.00975,0.000193,-0.009557,,,
5724,36.839451,,36.839451,36.839644,0.000193,,,,0.000193,0.000135,-5.8E-05,,,
5725,36.839644,,36.839644,36.839779,0.000135,,,,0.000135,0.000151,1.6E-05,,,
5726,36.839779,,36.839779,36.83993,0.000151,,,,0.000151,4.8E-05,-0.000103,,,
5727,36.83993,,36.83993,36.839978,4.8E-05,,,,4.8E-05,4.7E-05,-1E-06,,,
5728,36.839978,,36.839978,36.840025,4.7E-05,,,,4.7E-05,0.01272,0.012673,,,
5729,36.840025,,36.840025,36.852745,0.01272,,,,0.01272,0.05872,0.046,,,
5730,36.852745,,36.852745,36.911465,0.05872,,,,0.05872,0.010464,-0.048256,,,
5731,36.911465,,36.911465,36.921929,0.010464,,,,0.010464,0.000248,-0.010216,,,
5732,36.921929,,36.921929,36.922177,0.000248,,,,0.000248,8.1E-05,-0.000167,,,
5733,36.922177,,36.922177,36.922258,8.1E-05,,,,8.1E-05,6.8E-05,-1.3E-05,,,
5734,36.922258,,36.922258,36.922326,6.8E-05,,,,6.8E-05,7E-05,2E-06,,,
5735,36.922326,,36.922326,36.922396,7E-05,,,,7E-05,7.7E-05,7E-06,,,
5736,36.922396,,36.922396,36.922473,7.7E-05,,,,7.7E-05,7.4E-05,-3E-06,,,
5737,36.922473,,36.922473,36.922547,7.4E-05,,,,7.4E-05,0.022699,0.022625,,,
5738,36.922547,,36.922547,36.945246,0.022699,,,,0.022699,0.030324,0.007625,,,
5739,36.945246,,36.945246,36.97557,0.030324,,,,0.030324,0.010431,-0.019893,,,
5740,36.97557,,36.97557,36.986001,0.010431,,,,0.010431,0.00016,-0.010271,,,
5741,36.986001,,36.986001,36.986161,0.00016,,,,0.00016,5.3E-05,-0.000107,,,
5742,36.986161,,36.986161,36.986214,5.3E-05,,,,5.3E-05,4.5E-05,-8E-06,,,
5743,36.986214,,36.986214,36.986259,4.5E-05,,,,4.5E-05,4.3E-05,-2E-06,,,
5744,36.986259,,36.986259,36.986302,4.3E-05,,,,4.3E-05,4.1E-05,-2E-06,,,
5745,36.986302,,36.986302,36.986343,4.1E-05,,,,4.1E-05,4.1E-05,7.10543E-15,,,
5746,36.986343,,36.986343,36.986384,4.1E-05,,,,4.1E-05,4.4E-05,3E-06,,,
5747,36.986384,,36.986384,36.986428,4.4E-05,,,,4.4E-05,0.025793,0.025749,,,
5748,36.986428,,36.986428,37.012221,0.025793,,,,0.025793,0.009842,-0.015951,,,
5749,37.012221,,37.012221,37.022063,0.009842,,,,0.009842,0.000145,-0.009697,,,
5750,37.022063,,37.022063,37.022208,0.000145,,,,0.000145,0.015651,0.015506,,,
5751,37.022208,,37.022208,37.037859,0.015651,,,,0.015651,0.004811,-0.01084,,,
5752,37.037859,,37.037859,37.04267,0.004811,,,,0.004811,0.060831,0.05602,,,
5753,37.04267,,37.04267,37.103501,0.060831,,,,0.060831,0.010214,-0.050617,,,
5754,37.103501,,37.103501,37.113715,0.010214,,,,0.010214,0.000433,-0.009781,,,
5755,37.113715,,37.113715,37.114148,0.000433,,,,0.000433,0.000146,-0.000287,,,
5756,37.114148,,37.114148,37.114294,0.000146,,,,0.000146,4.5E-05,-0.000101,,,
5757,37.114294,,37.114294,37.114339,4.5E-05,,,,4.5E-05,4.3E-05,-2E-06,,,
5758,37.114339,,37.114339,37.114382,4.3E-05,,,,4.3E-05,5.2E-05,9E-06,,,
5759,37.114382,,37.114382,37.114434,5.2E-05,,,,5.2E-05,5E-05,-2E-06,,,
5760,37.114434,,37.114434,37.114484,5E-05,,,,5E-05,6.8E-05,1.8E-05,,,
5761,37.114484,,37.114484,37.114552,6.8E-05,,,,6.8E-05,4.8E-05,-2E-05,,,
5762,37.114552,,37.114552,37.1146,4.8E-05,,,,4.8E-05,0.091412,0.091364,,,
5763,37.1146,,37.1146,37.206012,0.091412,,,,0.091412,0.000325,-0.091087,,,
5764,37.206012,,37.206012,37.206337,0.000325,,,,0.000325,0.000177,-0.000148,,,
5765,37.206337,,37.206337,37.206514,0.000177,,,,0.000177,4.9E-05,-0.000128,,,
5766,37.206514,,37.206514,37.206563,4.9E-05,,,,4.9E-05,4.4E-05,-5E-06,,,
5767,37.206563,,37.206563,37.206607,4.4E-05,,,,4.4E-05,4E-05,-4E-06,,,
5768,37.206607,,37.206607,37.206647,4E-05,,,,4E-05,3.9E-05,-1E-06,,,
5769,37.206647,,37.206647,37.206686,3.9E-05,,,,3.9E-05,4.1E-05,2E-06,,,
5770,37.206686,,37.206686,37.206727,4.1E-05,,,,4.1E-05,4.1E-05,-7.10543E-15,,,
5771,37.206727,,37.206727,37.206768,4.1E-05,,,,4.1E-05,4E-05,-1E-06,,,
5772,37.206768,,37.206768,37.206808,4E-05,,,,4E-05,0.008439,0.008399,,,
5773,37.206808,,37.206808,37.215247,0.008439,,,,0.008439,0.010372,0.001933,,,
5774,37.215247,,37.215247,37.225619,0.010372,,,,0.010372,0.000163,-0.010209,,,
5775,37.225619,,37.225619,37.225782,0.000163,,,,0.000163,4.8E-05,-0.000115,,,
5776,37.225782,,37.225782,37.22583,4.8E-05,,,,4.8E-05,4E-05,-8E-06,,,
5777,37.22583,,37.22583,37.22587,4E-05,,,,4E-05,0.040192,0.040152,,,
5778,37.22587,,37.22587,37.266062,0.040192,,,,0.040192,0.010141,-0.030051,,,
5779,37.266062,,37.266062,37.276203,0.010141,,,,0.010141,0.000174,-0.009967,,,
5780,37.276203,,37.276203,37.276377,0.000174,,,,0.000174,4.5E-05,-0.000129,,,
5781,37.276377,,37.276377,37.276422,4.5E-05,,,,4.5E-05,4.2E-05,-3E-06,,,
5782,37.276422,,37.276422,37.276464,4.2E-05,,,,4.2E-05,0.009951,0.009909,,,
5783,37.276464,,37.276464,37.286415,0.009951,,,,0.009951,0.071245,0.061294,,,
5784,37.286415,,37.286415,37.35766,0.071245,,,,0.071245,0.009564,-0.061681,,,
5785,37.35766,,37.35766,37.367224,0.009564,,,,0.009564,0.00019,-0.009374,,,
5786,37.367224,,37.367224,37.367414,0.00019,,,,0.00019,0.000101,-8.9E-05,,,
5787,37.367414,,37.367414,37.367515,0.000101,,,,0.000101,3.3E-05,-6.8E-05,,,
5788,37.367515,,37.367515,37.367548,3.3E-05,,,,3.3E-05,3.2E-05,-1E-06,,,
5789,37.367548,,37.367548,37.36758,3.2E-05,,,,3.2E-05,3.1E-05,-1E-06,,,
5790,37.36758,,37.36758,37.367611,3.1E-05,,,,3.1E-05,3E-05,-1E-06,,,
5791,37.367611,,37.367611,37.367641,3E-05,,,,3E-05,3.8E-05,8E-06,,,
5792,37.367641,,37.367641,37.367679,3.8E-05,,,,3.8E-05,5.3E-05,1.5E-05,,,
5793,37.367679,,37.367679,37.367732,5.3E-05,,,,5.3E-05,0.009739,0.009686,,,
5794,37.367732,,37.367732,37.377471,0.009739,,,,0.009739,0.010673,0.000934,,,
5795,37.377471,,37.377471,37.388144,0.010673,,,,0.010673,0.000137,-0.010536,,,
5796,37.388144,,37.388144,37.388281,0.000137,,,,0.000137,0.021654,0.021517,,,
5797,37.388281,,37.388281,37.409935,0.021654,,,,0.021654,0.010048,-0.011606,,,
5798,37.409935,,37.409935,37.419983,0.010048,,,,0.010048,0.000189,-0.009859,,,
5799,37.419983,,37.419983,37.420172,0.000189,,,,0.000189,5.3E-05,-0.000136,,,
5800,37.420172,,37.420172,37.420225,5.3E-05,,,,5.3E-05,4.5E-05,-8E-06,,,
5801,37.420225,,37.420225,37.42027,4.5E-05,,,,4.5E-05,0.029311,0.029266,,,
5802,37.42027,,37.42027,37.449581,0.029311,,,,0.029311,0.009036,-0.020275,,,
5803,37.449581,,37.449581,37.458617,0.009036,,,,0.009036,0.015398,0.006362,,,
5804,37.458617,,37.458617,37.474015,0.015398,,,,0.015398,0.025484,0.010086,,,
5805,37.474015,,37.474015,37.499499,0.025484,,,,0.025484,0.009606,-0.015878,,,
5806,37.499499,,37.499499,37.509105,0.009606,,,,0.009606,0.000253,-0.009353,,,
5807,37.509105,,37.509105,37.509358,0.000253,,,,0.000253,0.000787,0.000534,,,
5808,37.509358,,37.509358,37.510145,0.000787,,,,0.000787,0.000107,-0.00068,,,
5809,37.510145,,37.510145,37.510252,0.000107,,,,0.000107,4.5E-05,-6.2E-05,,,
5810,37.510252,,37.510252,37.510297,4.5E-05,,,,4.5E-05,4.2E-05,-3E-06,,,
5811,37.510297,,37.510297,37.510339,4.2E-05,,,,4.2E-05,4.5E-05,3E-06,,,
5812,37.510339,,37.510339,37.510384,4.5E-05,,,,4.5E-05,5.1E-05,6E-06,,,
5813,37.510384,,37.510384,37.510435,5.1E-05,,,,5.1E-05,0.000122,7.1E-05,,,
5814,37.510435,,37.510435,37.510557,0.000122,,,,0.000122,0.059648,0.059526,,,
5815,37.510557,,37.510557,37.570205,0.059648,,,,0.059648,0.010136,-0.049512,,,
5816,37.570205,,37.570205,37.580341,0.010136,,,,0.010136,0.010679,0.000543,,,
5817,37.580341,,37.580341,37.59102,0.010679,,,,0.010679,0.000488,-0.010191,,,
5818,37.59102,,37.59102,37.591508,0.000488,,,,0.000488,0.000143,-0.000345,,,
5819,37.591508,,37.591508,37.591651,0.000143,,,,0.000143,0.008533,0.00839,,,
5820,37.591651,,37.591651,37.600184,0.008533,,,,0.008533,0.053967,0.045434,,,
5821,37.600184,,37.600184,37.654151,0.053967,,,,0.053967,0.009886,-0.044081,,,
5822,37.654151,,37.654151,37.664037,0.009886,,,,0.009886,0.000139,-0.009747,,,
5823,37.664037,,37.664037,37.664176,0.000139,,,,0.000139,4.3E-05,-9.6E-05,,,
5824,37.664176,,37.664176,37.664219,4.3E-05,,,,4.3E-05,4.2E-05,-1E-06,,,
5825,37.664219,,37.664219,37.664261,4.2E-05,,,,4.2E-05,4.5E-05,3E-06,,,
5826,37.664261,,37.664261,37.664306,4.5E-05,,,,4.5E-05,4.5E-05,0,,,
5827,37.664306,,37.664306,37.664351,4.5E-05,,,,4.5E-05,4.7E-05,2E-06,,,
5828,37.664351,,37.664351,37.664398,4.7E-05,,,,4.7E-05,4.4E-05,-3E-06,,,
5829,37.664398,,37.664398,37.664442,4.4E-05,,,,4.4E-05,4.4E-05,-7.10543E-15,,,
5830,37.664442,,37.664442,37.664486,4.4E-05,,,,4.4E-05,4.8E-05,4E-06,,,
5831,37.664486,,37.664486,37.664534,4.8E-05,,,,4.8E-05,5.5E-05,7E-06,,,
5832,37.664534,,37.664534,37.664589,5.5E-05,,,,5.5E-05,0.055414,0.055359,,,
5833,37.664589,,37.664589,37.720003,0.055414,,,,0.055414,0.000491,-0.054923,,,
5834,37.720003,,37.720003,37.720494,0.000491,,,,0.000491,0.000211,-0.00028,,,
5835,37.720494,,37.720494,37.720705,0.000211,,,,0.000211,0.00012,-9.1E-05,,,
5836,37.720705,,37.720705,37.720825,0.00012,,,,0.00012,4.6E-05,-7.4E-05,,,
5837,37.720825,,37.720825,37.720871,4.6E-05,,,,4.6E-05,5.2E-05,6E-06,,,
5838,37.720871,,37.720871,37.720923,5.2E-05,,,,5.2E-05,0.023571,0.023519,,,
5839,37.720923,,37.720923,37.744494,0.023571,,,,0.023571,0.0003,-0.023271,,,
5840,37.744494,,37.744494,37.744794,0.0003,,,,0.0003,0.060419,0.060119,,,
5841,37.744794,,37.744794,37.805213,0.060419,,,,0.060419,0.008084,-0.052335,,,
5842,37.805213,,37.805213,37.813297,0.008084,,,,0.008084,0.000248,-0.007836,,,
5843,37.813297,,37.813297,37.813545,0.000248,,,,0.000248,0.000143,-0.000105,,,
5844,37.813545,,37.813545,37.813688,0.000143,,,,0.000143,4.3E-05,-0.0001,,,
5845,37.813688,,37.813688,37.813731,4.3E-05,,,,4.3E-05,7.9E-05,3.6E-05,,,
5846,37.813731,,37.813731,37.81381,7.9E-05,,,,7.9E-05,3.8E-05,-4.1E-05,,,
5847,37.81381,,37.81381,37.813848,3.8E-05,,,,3.8E-05,3.9E-05,1E-06,,,
5848,37.813848,,37.813848,37.813887,3.9E-05,,,,3.9E-05,4.3E-05,4E-06,,,
5849,37.813887,,37.813887,37.81393,4.3E-05,,,,4.3E-05,4.1E-05,-2E-06,,,
5850,37.81393,,37.81393,37.813971,4.1E-05,,,,4.1E-05,3.6E-05,-5E-06,,,
5851,37.813971,,37.813971,37.814007,3.6E-05,,,,3.6E-05,3.8E-05,2E-06,,,
5852,37.814007,,37.814007,37.814045,3.8E-05,,,,3.8E-05,4.1E-05,3E-06,,,
5853,37.814045,,37.814045,37.814086,4.1E-05,,,,4.1E-05,4E-05,-1E-06,,,
5854,37.814086,,37.814086,37.814126,4E-05,,,,4E-05,4.3E-05,3E-06,,,
5855,37.814126,,37.814126,37.814169,4.3E-05,,,,4.3E-05,0.049935,0.049892,,,
5856,37.814169,,37.814169,37.864104,0.049935,,,,0.049935,0.021075,-0.02886,,,
5857,37.864104,,37.864104,37.885179,0.021075,,,,0.021075,0.011026,-0.010049,,,
5858,37.885179,,37.885179,37.896205,0.011026,,,,0.011026,0.000152,-0.010874,,,
5859,37.896205,,37.896205,37.896357,0.000152,,,,0.000152,5E-05,-0.000102,,,
5860,37.896357,,37.896357,37.896407,5E-05,,,,5E-05,0.059231,0.059181,,,
5861,37.896407,,37.896407,37.955638,0.059231,,,,0.059231,0.000553,-0.058678,,,
5862,37.955638,,37.955638,37.956191,0.000553,,,,0.000553,0.000203,-0.00035,,,
5863,37.956191,,37.956191,37.956394,0.000203,,,,0.000203,0.000158,-4.5E-05,,,
5864,37.956394,,37.956394,37.956552,0.000158,,,,0.000158,4.6E-05,-0.000112,,,
5865,37.956552,,37.956552,37.956598,4.6E-05,,,,4.6E-05,4.3E-05,-3E-06,,,
5866,37.956598,,37.956598,37.956641,4.3E-05,,,,4.3E-05,4.3E-05,7.10543E-15,,,
5867,37.956641,,37.956641,37.956684,4.3E-05,,,,4.3E-05,5E-05,7E-06,,,
5868,37.956684,,37.956684,37.956734,5E-05,,,,5E-05,4.7E-05,-3E-06,,,
5869,37.956734,,37.956734,37.956781,4.7E-05,,,,4.7E-05,4.8E-05,1E-06,,,
5870,37.956781,,37.956781,37.956829,4.8E-05,,,,4.8E-05,4.5E-05,-3E-06,,,
5871,37.956829,,37.956829,37.956874,4.5E-05,,,,4.5E-05,6.4E-05,1.9E-05,,,
5872,37.956874,,37.956874,37.956938,6.4E-05,,,,6.4E-05,5.1E-05,-1.3E-05,,,
5873,37.956938,,37.956938,37.956989,5.1E-05,,,,5.1E-05,5.5E-05,4E-06,,,
5874,37.956989,,37.956989,37.957044,5.5E-05,,,,5.5E-05,5.3E-05,-2E-06,,,
5875,37.957044,,37.957044,37.957097,5.3E-05,,,,5.3E-05,0.059738,0.059685,,,
5876,37.957097,,37.957097,38.016835,0.059738,,,,0.059738,0.000249,-0.059489,,,
5877,38.016835,,38.016835,38.017084,0.000249,,,,0.000249,0.000139,-0.00011,,,
5878,38.017084,,38.017084,38.017223,0.000139,,,,0.000139,5.2E-05,-8.7E-05,,,
5879,38.017223,,38.017223,38.017275,5.2E-05,,,,5.2E-05,0.002146,0.002094,,,
5880,38.017275,,38.017275,38.019421,0.002146,,,,0.002146,0.01746,0.015314,,,
5881,38.019421,,38.019421,38.036881,0.01746,,,,0.01746,0.009949,-0.007511,,,
5882,38.036881,,38.036881,38.04683,0.009949,,,,0.009949,0.000237,-0.009712,,,
5883,38.04683,,38.04683,38.047067,0.000237,,,,0.000237,4.1E-05,-0.000196,,,
5884,38.047067,,38.047067,38.047108,4.1E-05,,,,4.1E-05,3.9E-05,-2E-06,,,
5885,38.047108,,38.047108,38.047147,3.9E-05,,,,3.9E-05,0.000113,7.4E-05,,,
5886,38.047147,,38.047147,38.04726,0.000113,,,,0.000113,0.009594,0.009481,,,
5887,38.04726,,38.04726,38.056854,0.009594,,,,0.009594,0.000145,-0.009449,,,
5888,38.056854,,38.056854,38.056999,0.000145,,,,0.000145,0.055541,0.055396,,,
5889,38.056999,,38.056999,38.11254,0.055541,,,,0.055541,0,-0.055541,,,
5890,38.11254,,38.11254,38.11254,0,,,,0,0.000307,0.000307,,,
5891,38.11254,,38.11254,38.112847,0.000307,,,,0.000307,0.000144,-0.000163,,,
5892,38.112847,,38.112847,38.112991,0.000144,,,,0.000144,5.5E-05,-8.9E-05,,,
5893,38.112991,,38.112991,38.113046,5.5E-05,,,,5.5E-05,0.047398,0.047343,,,
5894,38.113046,,38.113046,38.160444,0.047398,,,,0.047398,0.009774,-0.037624,,,
5895,38.160444,,38.160444,38.170218,0.009774,,,,0.009774,0.000142,-0.009632,,,
5896,38.170218,,38.170218,38.17036,0.000142,,,,0.000142,0.02937,0.029228,,,
5897,38.17036,,38.17036,38.19973,0.02937,,,,0.02937,0.009491,-0.019879,,,
5898,38.19973,,38.19973,38.209221,0.009491,,,,0.009491,0.00018,-0.009311,,,
5899,38.209221,,38.209221,38.209401,0.00018,,,,0.00018,4.4E-05,-0.000136,,,
5900,38.209401,,38.209401,38.209445,4.4E-05,,,,4.4E-05,7.4E-05,3E-05,,,
5901,38.209445,,38.209445,38.209519,7.4E-05,,,,7.4E-05,5.2E-05,-2.2E-05,,,
5902,38.209519,,38.209519,38.209571,5.2E-05,,,,5.2E-05,4.3E-05,-9E-06,,,
5903,38.209571,,38.209571,38.209614,4.3E-05,,,,4.3E-05,4.3E-05,-7.10543E-15,,,
5904,38.209614,,38.209614,38.209657,4.3E-05,,,,4.3E-05,4.1E-05,-2E-06,,,
5905,38.209657,,38.209657,38.209698,4.1E-05,,,,4.1E-05,0.051462,0.051421,,,
5906,38.209698,,38.209698,38.26116,0.051462,,,,0.051462,0,-0.051462,,,
5907,38.26116,,38.26116,38.26116,0,,,,0,0.000251,0.000251,,,
5908,38.26116,,38.26116,38.261411,0.000251,,,,0.000251,0.00015,-0.000101,,,
5909,38.261411,,38.261411,38.261561,0.00015,,,,0.00015,4.4E-05,-0.000106,,,
5910,38.261561,,38.261561,38.261605,4.4E-05,,,,4.4E-05,0.009638,0.009594,,,
5911,38.261605,,38.261605,38.271243,0.009638,,,,0.009638,0.000133,-0.009505,,,
5912,38.271243,,38.271243,38.271376,0.000133,,,,0.000133,5.3E-05,-8E-05,,,
5913,38.271376,,38.271376,38.271429,5.3E-05,,,,5.3E-05,0.019147,0.019094,,,
5914,38.271429,,38.271429,38.290576,0.019147,,,,0.019147,0.010779,-0.008368,,,
5915,38.290576,,38.290576,38.301355,0.010779,,,,0.010779,0.000126,-0.010653,,,
5916,38.301355,,38.301355,38.301481,0.000126,,,,0.000126,4.2E-05,-8.4E-05,,,
5917,38.301481,,38.301481,38.301523,4.2E-05,,,,4.2E-05,3.8E-05,-4E-06,,,
5918,38.301523,,38.301523,38.301561,3.8E-05,,,,3.8E-05,0.009973,0.009935,,,
5919,38.301561,,38.301561,38.311534,0.009973,,,,0.009973,0.007905,-0.002068,,,
5920,38.311534,,38.311534,38.319439,0.007905,,,,0.007905,0.00024,-0.007665,,,
5921,38.319439,,38.319439,38.319679,0.00024,,,,0.00024,0.000167,-7.3E-05,,,
5922,38.319679,,38.319679,38.319846,0.000167,,,,0.000167,4.8E-05,-0.000119,,,
5923,38.319846,,38.319846,38.319894,4.8E-05,,,,4.8E-05,4.3E-05,-5E-06,,,
5924,38.319894,,38.319894,38.319937,4.3E-05,,,,4.3E-05,4E-05,-3E-06,,,
5925,38.319937,,38.319937,38.319977,4E-05,,,,4E-05,4.4E-05,4E-06,,,
5926,38.319977,,38.319977,38.320021,4.4E-05,,,,4.4E-05,0.070319,0.070275,,,
5927,38.320021,,38.320021,38.39034,0.070319,,,,0.070319,0.014006,-0.056313,,,
5928,38.39034,,38.39034,38.404346,0.014006,,,,0.014006,0.000211,-0.013795,,,
5929,38.404346,,38.404346,38.404557,0.000211,,,,0.000211,0.00013,-8.1E-05,,,
5930,38.404557,,38.404557,38.404687,0.00013,,,,0.00013,4.1E-05,-8.9E-05,,,
5931,38.404687,,38.404687,38.404728,4.1E-05,,,,4.1E-05,0.061875,0.061834,,,
5932,38.404728,,38.404728,38.466603,0.061875,,,,0.061875,0.00969,-0.052185,,,
5933,38.466603,,38.466603,38.476293,0.00969,,,,0.00969,0.000128,-0.009562,,,
5934,38.476293,,38.476293,38.476421,0.000128,,,,0.000128,4.3E-05,-8.5E-05,,,
5935,38.476421,,38.476421,38.476464,4.3E-05,,,,4.3E-05,4E-05,-3E-06,,,
5936,38.476464,,38.476464,38.476504,4E-05,,,,4E-05,3.7E-05,-3E-06,,,
5937,38.476504,,38.476504,38.476541,3.7E-05,,,,3.7E-05,3.8E-05,1E-06,,,
5938,38.476541,,38.476541,38.476579,3.8E-05,,,,3.8E-05,4E-05,2E-06,,,
5939,38.476579,,38.476579,38.476619,4E-05,,,,4E-05,4E-05,0,,,
5940,38.476619,,38.476619,38.476659,4E-05,,,,4E-05,4E-05,7.10543E-15,,,
5941,38.476659,,38.476659,38.476699,4E-05,,,,4E-05,3.9E-05,-1E-06,,,
5942,38.476699,,38.476699,38.476738,3.9E-05,,,,3.9E-05,4.5E-05,6E-06,,,
5943,38.476738,,38.476738,38.476783,4.5E-05,,,,4.5E-05,5.2E-05,7E-06,,,
5944,38.476783,,38.476783,38.476835,5.2E-05,,,,5.2E-05,3.6E-05,-1.6E-05,,,
5945,38.476835,,38.476835,38.476871,3.6E-05,,,,3.6E-05,3.9E-05,3E-06,,,
5946,38.476871,,38.476871,38.47691,3.9E-05,,,,3.9E-05,5.4E-05,1.5E-05,,,
5947,38.47691,,38.47691,38.476964,5.4E-05,,,,5.4E-05,0.007499,0.007445,,,
5948,38.476964,,38.476964,38.484463,0.007499,,,,0.007499,0.004558,-0.002941,,,
5949,38.484463,,38.484463,38.489021,0.004558,,,,0.004558,0.001293,-0.003265,,,
5950,38.489021,,38.489021,38.490314,0.001293,,,,0.001293,0.004283,0.00299,,,
5951,38.490314,,38.490314,38.494597,0.004283,,,,0.004283,0.000126,-0.004157,,,
5952,38.494597,,38.494597,38.494723,0.000126,,,,0.000126,4.1E-05,-8.5E-05,,,
5953,38.494723,,38.494723,38.494764,4.1E-05,,,,4.1E-05,8E-06,-3.3E-05,,,
5954,38.494764,,38.494764,38.494772,8E-06,,,,8E-06,0.066141,0.066133,,,
5955,38.494772,,38.494772,38.560913,0.066141,,,,0.066141,0.011028,-0.055113,,,
5956,38.560913,,38.560913,38.571941,0.011028,,,,0.011028,0.00028,-0.010748,,,
5957,38.571941,,38.571941,38.572221,0.00028,,,,0.00028,4.6E-05,-0.000234,,,
5958,38.572221,,38.572221,38.572267,4.6E-05,,,,4.6E-05,0.025661,0.025615,,,
5959,38.572267,,38.572267,38.597928,0.025661,,,,0.025661,0,-0.025661,,,
5960,38.597928,,38.597928,38.597928,0,,,,0,0,0,,,
5961,38.597928,,38.597928,38.597928,0,,,,0,0.000206,0.000206,,,
5962,38.597928,,38.597928,38.598134,0.000206,,,,0.000206,4.6E-05,-0.00016,,,
5963,38.598134,,38.598134,38.59818,4.6E-05,,,,4.6E-05,0.018139,0.018093,,,
5964,38.59818,,38.59818,38.616319,0.018139,,,,0.018139,0.009825,-0.008314,,,
5965,38.616319,,38.616319,38.626144,0.009825,,,,0.009825,0.000454,-0.009371,,,
5966,38.626144,,38.626144,38.626598,0.000454,,,,0.000454,8.6E-05,-0.000368,,,
5967,38.626598,,38.626598,38.626684,8.6E-05,,,,8.6E-05,6.7E-05,-1.9E-05,,,
