No.,Time,,Time 1,Time 2,Delay,,Rata2 Delay,,Delay 1,Delay 2,Var delay,,Total Var ,Jitter
1450,13.865185,,13.865185,13.882416,0.017231,,,,0.017231,0.003507,-0.013724,,,
1451,13.882416,,13.882416,13.885923,0.003507,,,,0.003507,0.013274,0.009767,,,
1452,13.885923,,13.885923,13.899197,0.013274,,,,0.013274,0.00618,-0.007094,,,
1453,13.899197,,13.899197,13.905377,0.00618,,,,0.00618,0.013853,0.007673,,,
1454,13.905377,,13.905377,13.91923,0.013853,,,,0.013853,0.006328,-0.007525,,,
1455,13.91923,,13.91923,13.925558,0.006328,,,,0.006328,0.005766,-0.000562,,,
1456,13.925558,,13.925558,13.931324,0.005766,,,,0.005766,0.007268,0.001502,,,
1457,13.931324,,13.931324,13.938592,0.007268,,,,0.007268,0.00663,-0.000638,,,
1458,13.938592,,13.938592,13.945222,0.00663,,,,0.00663,0.011287,0.004657,,,
1459,13.945222,,13.945222,13.956509,0.011287,,,,0.011287,0.010077,-0.00121,,,
1460,13.956509,,13.956509,13.966586,0.010077,,,,0.010077,0.016597,0.00652,,,
1461,13.966586,,13.966586,13.983183,0.016597,,,,0.016597,0,-0.016597,,,
1462,13.983183,,13.983183,13.983183,0,,,,0,0.002322,0.002322,,,
1463,13.983183,,13.983183,13.985505,0.002322,,,,0.002322,0.000627,-0.001695,,,
1464,13.985505,,13.985505,13.986132,0.000627,,,,0.000627,0.01418,0.013553,,,
1465,13.986132,,13.986132,14.000312,0.01418,,,,0.01418,0.008241,-0.005939,,,
1466,14.000312,,14.000312,14.008553,0.008241,,,,0.008241,0.005293,-0.002948,,,
1467,14.008553,,14.008553,14.013846,0.005293,,,,0.005293,0.011879,0.006586,,,
1468,14.013846,,14.013846,14.025725,0.011879,,,,0.011879,0.014029,0.00215,,,
1469,14.025725,,14.025725,14.039754,0.014029,,,,0.014029,0.006375,-0.007654,,,
1470,14.039754,,14.039754,14.046129,0.006375,,,,0.006375,0.013814,0.007439,,,
1471,14.046129,,14.046129,14.059943,0.013814,,,,0.013814,0.006297,-0.007517,,,
1472,14.059943,,14.059943,14.06624,0.006297,,,,0.006297,0.012698,0.006401,,,
1473,14.06624,,14.06624,14.078938,0.012698,,,,0.012698,0.007226,-0.005472,,,
1474,14.078938,,14.078938,14.086164,0.007226,,,,0.007226,0.012916,0.00569,,,
1475,14.086164,,14.086164,14.09908,0.012916,,,,0.012916,0.006721,-0.006195,,,
1476,14.09908,,14.09908,14.105801,0.006721,,,,0.006721,0.008052,0.001331,,,
1477,14.105801,,14.105801,14.113853,0.008052,,,,0.008052,0.011488,0.003436,,,
1478,14.113853,,14.113853,14.125341,0.011488,,,,0.011488,0.013409,0.001921,,,
1479,14.125341,,14.125341,14.13875,0.013409,,,,0.013409,0.00049,-0.012919,,,
1480,14.13875,,14.13875,14.13924,0.00049,,,,0.00049,0.007027,0.006537,,,
1481,14.13924,,14.13924,14.146267,0.007027,,,,0.007027,0.012415,0.005388,,,
1482,14.146267,,14.146267,14.158682,0.012415,,,,0.012415,0.006824,-0.005591,,,
1483,14.158682,,14.158682,14.165506,0.006824,,,,0.006824,0.013157,0.006333,,,
1484,14.165506,,14.165506,14.178663,0.013157,,,,0.013157,0.007734,-0.005423,,,
1485,14.178663,,14.178663,14.186397,0.007734,,,,0.007734,0.012481,0.004747,,,
1486,14.186397,,14.186397,14.198878,0.012481,,,,0.012481,0.006636,-0.005845,,,
1487,14.198878,,14.198878,14.205514,0.006636,,,,0.006636,0.015234,0.008598,,,
1488,14.205514,,14.205514,14.220748,0.015234,,,,0.015234,0.005284,-0.00995,,,
1489,14.220748,,14.220748,14.226032,0.005284,,,,0.005284,0.008853,0.003569,,,
1490,14.226032,,14.226032,14.234885,0.008853,,,,0.008853,0.010483,0.00163,,,
1491,14.234885,,14.234885,14.245368,0.010483,,,,0.010483,0.013545,0.003062,,,
1492,14.245368,,14.245368,14.258913,0.013545,,,,0.013545,0.007369,-0.006176,,,
1493,14.258913,,14.258913,14.266282,0.007369,,,,0.007369,0.012902,0.005533,,,
1494,14.266282,,14.266282,14.279184,0.012902,,,,0.012902,0.006342,-0.00656,,,
1495,14.279184,,14.279184,14.285526,0.006342,,,,0.006342,0.013387,0.007045,,,
1496,14.285526,,14.285526,14.298913,0.013387,,,,0.013387,0.006331,-0.007056,,,
1497,14.298913,,14.298913,14.305244,0.006331,,,,0.006331,0.017186,0.010855,,,
1498,14.305244,,14.305244,14.32243,0.017186,,,,0.017186,0.002867,-0.014319,,,
1499,14.32243,,14.32243,14.325297,0.002867,,,,0.002867,0.014601,0.011734,,,
1500,14.325297,,14.325297,14.339898,0.014601,,,,0.014601,0.006164,-0.008437,,,
1501,14.339898,,14.339898,14.346062,0.006164,,,,0.006164,0.012502,0.006338,,,
1502,14.346062,,14.346062,14.358564,0.012502,,,,0.012502,0.007265,-0.005237,,,
1503,14.358564,,14.358564,14.365829,0.007265,,,,0.007265,0.012967,0.005702,,,
1504,14.365829,,14.365829,14.378796,0.012967,,,,0.012967,0.006327,-0.00664,,,
1505,14.378796,,14.378796,14.385123,0.006327,,,,0.006327,0.013488,0.007161,,,
1506,14.385123,,14.385123,14.398611,0.013488,,,,0.013488,0.007152,-0.006336,,,
1507,14.398611,,14.398611,14.405763,0.007152,,,,0.007152,0.013088,0.005936,,,
1508,14.405763,,14.405763,14.418851,0.013088,,,,0.013088,0.006228,-0.00686,,,
1509,14.418851,,14.418851,14.425079,0.006228,,,,0.006228,0.014284,0.008056,,,
1510,14.425079,,14.425079,14.439363,0.014284,,,,0.014284,0.006189,-0.008095,,,
1511,14.439363,,14.439363,14.445552,0.006189,,,,0.006189,0.015179,0.00899,,,
1512,14.445552,,14.445552,14.460731,0.015179,,,,0.015179,0.004417,-0.010762,,,
1513,14.460731,,14.460731,14.465148,0.004417,,,,0.004417,0.01388,0.009463,,,
1514,14.465148,,14.465148,14.479028,0.01388,,,,0.01388,0.006892,-0.006988,,,
1515,14.479028,,14.479028,14.48592,0.006892,,,,0.006892,0.014032,0.00714,,,
1516,14.48592,,14.48592,14.499952,0.014032,,,,0.014032,0.005191,-0.008841,,,
1517,14.499952,,14.499952,14.505143,0.005191,,,,0.005191,0.012822,0.007631,,,
1518,14.505143,,14.505143,14.517965,0.012822,,,,0.012822,0.008134,-0.004688,,,
1519,14.517965,,14.517965,14.526099,0.008134,,,,0.008134,0.013921,0.005787,,,
1520,14.526099,,14.526099,14.54002,0.013921,,,,0.013921,0.005359,-0.008562,,,
1521,14.54002,,14.54002,14.545379,0.005359,,,,0.005359,0.013304,0.007945,,,
1522,14.545379,,14.545379,14.558683,0.013304,,,,0.013304,0.007142,-0.006162,,,
1523,14.558683,,14.558683,14.565825,0.007142,,,,0.007142,0.012803,0.005661,,,
1524,14.565825,,14.565825,14.578628,0.012803,,,,0.012803,0.00702,-0.005783,,,
1525,14.578628,,14.578628,14.585648,0.00702,,,,0.00702,0.013366,0.006346,,,
1526,14.585648,,14.585648,14.599014,0.013366,,,,0.013366,0.007143,-0.006223,,,
1527,14.599014,,14.599014,14.606157,0.007143,,,,0.007143,0.013103,0.00596,,,
1528,14.606157,,14.606157,14.61926,0.013103,,,,0.013103,0.006403,-0.0067,,,
1529,14.61926,,14.61926,14.625663,0.006403,,,,0.006403,0.014678,0.008275,,,
1530,14.625663,,14.625663,14.640341,0.014678,,,,0.014678,0.006207,-0.008471,,,
1531,14.640341,,14.640341,14.646548,0.006207,,,,0.006207,0.012755,0.006548,,,
1532,14.646548,,14.646548,14.659303,0.012755,,,,0.012755,0.006358,-0.006397,,,
1533,14.659303,,14.659303,14.665661,0.006358,,,,0.006358,0.012974,0.006616,,,
1534,14.665661,,14.665661,14.678635,0.012974,,,,0.012974,0.006584,-0.00639,,,
1535,14.678635,,14.678635,14.685219,0.006584,,,,0.006584,0.008888,0.002304,,,
1536,14.685219,,14.685219,14.694107,0.008888,,,,0.008888,0.011351,0.002463,,,
1537,14.694107,,14.694107,14.705458,0.011351,,,,0.011351,0.013632,0.002281,,,
1538,14.705458,,14.705458,14.71909,0.013632,,,,0.013632,0.006363,-0.007269,,,
1539,14.71909,,14.71909,14.725453,0.006363,,,,0.006363,0.01354,0.007177,,,
1540,14.725453,,14.725453,14.738993,0.01354,,,,0.01354,0.006816,-0.006724,,,
1541,14.738993,,14.738993,14.745809,0.006816,,,,0.006816,0.013433,0.006617,,,
1542,14.745809,,14.745809,14.759242,0.013433,,,,0.013433,0.006223,-0.00721,,,
1543,14.759242,,14.759242,14.765465,0.006223,,,,0.006223,0.014004,0.007781,,,
1544,14.765465,,14.765465,14.779469,0.014004,,,,0.014004,0.000598,-0.013406,,,
1545,14.779469,,14.779469,14.780067,0.000598,,,,0.000598,0.006238,0.00564,,,
1546,14.780067,,14.780067,14.786305,0.006238,,,,0.006238,0.016806,0.010568,,,
1547,14.786305,,14.786305,14.803111,0.016806,,,,0.016806,0.002295,-0.014511,,,
1548,14.803111,,14.803111,14.805406,0.002295,,,,0.002295,0.01374,0.011445,,,
1549,14.805406,,14.805406,14.819146,0.01374,,,,0.01374,0.006736,-0.007004,,,
1550,14.819146,,14.819146,14.825882,0.006736,,,,0.006736,0.010901,0.004165,,,
1551,14.825882,,14.825882,14.836783,0.010901,,,,0.010901,0.008403,-0.002498,,,
1552,14.836783,,14.836783,14.845186,0.008403,,,,0.008403,0.014151,0.005748,,,
1553,14.845186,,14.845186,14.859337,0.014151,,,,0.014151,0.006554,-0.007597,,,
1554,14.859337,,14.859337,14.865891,0.006554,,,,0.006554,0.008324,0.00177,,,
1555,14.865891,,14.865891,14.874215,0.008324,,,,0.008324,0.011069,0.002745,,,
1556,14.874215,,14.874215,14.885284,0.011069,,,,0.011069,0.016856,0.005787,,,
1557,14.885284,,14.885284,14.90214,0.016856,,,,0.016856,0.003983,-0.012873,,,
1558,14.90214,,14.90214,14.906123,0.003983,,,,0.003983,0.013024,0.009041,,,
1559,14.906123,,14.906123,14.919147,0.013024,,,,0.013024,0.006174,-0.00685,,,
1560,14.919147,,14.919147,14.925321,0.006174,,,,0.006174,0.01424,0.008066,,,
1561,14.925321,,14.925321,14.939561,0.01424,,,,0.01424,0.006276,-0.007964,,,
1562,14.939561,,14.939561,14.945837,0.006276,,,,0.006276,0.013682,0.007406,,,
1563,14.945837,,14.945837,14.959519,0.013682,,,,0.013682,0.006039,-0.007643,,,
1564,14.959519,,14.959519,14.965558,0.006039,,,,0.006039,0.009513,0.003474,,,
1565,14.965558,,14.965558,14.975071,0.009513,,,,0.009513,0.010273,0.00076,,,
1566,14.975071,,14.975071,14.985344,0.010273,,,,0.010273,0.013744,0.003471,,,
1567,14.985344,,14.985344,14.999088,0.013744,,,,0.013744,0.006435,-0.007309,,,
1568,14.999088,,14.999088,15.005523,0.006435,,,,0.006435,0.013167,0.006732,,,
1569,15.005523,,15.005523,15.01869,0.013167,,,,0.013167,0.006342,-0.006825,,,
1570,15.01869,,15.01869,15.025032,0.006342,,,,0.006342,0.009884,0.003542,,,
1571,15.025032,,15.025032,15.034916,0.009884,,,,0.009884,0.01072,0.000836,,,
1572,15.034916,,15.034916,15.045636,0.01072,,,,0.01072,0.013585,0.002865,,,
1573,15.045636,,15.045636,15.059221,0.013585,,,,0.013585,0.005849,-0.007736,,,
1574,15.059221,,15.059221,15.06507,0.005849,,,,0.005849,0.013627,0.007778,,,
1575,15.06507,,15.06507,15.078697,0.013627,,,,0.013627,0.006968,-0.006659,,,
1576,15.078697,,15.078697,15.085665,0.006968,,,,0.006968,0.013294,0.006326,,,
1577,15.085665,,15.085665,15.098959,0.013294,,,,0.013294,8E-05,-0.013214,,,
1578,15.098959,,15.098959,15.099039,8E-05,,,,8E-05,0.00635,0.00627,,,
1579,15.099039,,15.099039,15.105389,0.00635,,,,0.00635,0.006956,0.000606,,,
1580,15.105389,,15.105389,15.112345,0.006956,,,,0.006956,0.007355,0.000399,,,
1581,15.112345,,15.112345,15.1197,0.007355,,,,0.007355,0.002237,-0.005118,,,
1582,15.1197,,15.1197,15.121937,0.002237,,,,0.002237,0.004058,0.001821,,,
1583,15.121937,,15.121937,15.125995,0.004058,,,,0.004058,0.017304,0.013246,,,
1584,15.125995,,15.125995,15.143299,0.017304,,,,0.017304,0.001974,-0.01533,,,
1585,15.143299,,15.143299,15.145273,0.001974,,,,0.001974,0.001688,-0.000286,,,
1586,15.145273,,15.145273,15.146961,0.001688,,,,0.001688,0.019581,0.017893,,,
1587,15.146961,,15.146961,15.166542,0.019581,,,,0.019581,0.019314,-0.000267,,,
1588,15.166542,,15.166542,15.185856,0.019314,,,,0.019314,0.010523,-0.008791,,,
1589,15.185856,,15.185856,15.196379,0.010523,,,,0.010523,0,-0.010523,,,
1590,15.196379,,15.196379,15.196379,0,,,,0,0.009763,0.009763,,,
1591,15.196379,,15.196379,15.206142,0.009763,,,,0.009763,0.019504,0.009741,,,
1592,15.206142,,15.206142,15.225646,0.019504,,,,0.019504,0.020504,0.001,,,
1593,15.225646,,15.225646,15.24615,0.020504,,,,0.020504,0.01966,-0.000844,,,
1594,15.24615,,15.24615,15.26581,0.01966,,,,0.01966,0.019432,-0.000228,,,
1595,15.26581,,15.26581,15.285242,0.019432,,,,0.019432,0.020412,0.00098,,,
1596,15.285242,,15.285242,15.305654,0.020412,,,,0.020412,0.019827,-0.000585,,,
1597,15.305654,,15.305654,15.325481,0.019827,,,,0.019827,0.020292,0.000465,,,
1598,15.325481,,15.325481,15.345773,0.020292,,,,0.020292,0.019532,-0.00076,,,
1599,15.345773,,15.345773,15.365305,0.019532,,,,0.019532,0.020339,0.000807,,,
1600,15.365305,,15.365305,15.385644,0.020339,,,,0.020339,0.019514,-0.000825,,,
1601,15.385644,,15.385644,15.405158,0.019514,,,,0.019514,0.02068,0.001166,,,
1602,15.405158,,15.405158,15.425838,0.02068,,,,0.02068,0.019268,-0.001412,,,
1603,15.425838,,15.425838,15.445106,0.019268,,,,0.019268,0.00133,-0.017938,,,
1604,15.445106,,15.445106,15.446436,0.00133,,,,0.00133,0.019321,0.017991,,,
1605,15.446436,,15.446436,15.465757,0.019321,,,,0.019321,0.003879,-0.015442,,,
1606,15.465757,,15.465757,15.469636,0.003879,,,,0.003879,0,-0.003879,,,
1607,15.469636,,15.469636,15.469636,0,,,,0,0,0,,,
1608,15.469636,,15.469636,15.469636,0,,,,0,0,0,,,
1609,15.469636,,15.469636,15.469636,0,,,,0,0.000185,0.000185,,,
1610,15.469636,,15.469636,15.469821,0.000185,,,,0.000185,0.002357,0.002172,,,
1611,15.469821,,15.469821,15.472178,0.002357,,,,0.002357,0.013538,0.011181,,,
1612,15.472178,,15.472178,15.485716,0.013538,,,,0.013538,0.020176,0.006638,,,
1613,15.485716,,15.485716,15.505892,0.020176,,,,0.020176,0.001955,-0.018221,,,
1614,15.505892,,15.505892,15.507847,0.001955,,,,0.001955,0,-0.001955,,,
1615,15.507847,,15.507847,15.507847,0,,,,0,0,0,,,
1616,15.507847,,15.507847,15.507847,0,,,,0,0.017614,0.017614,,,
1617,15.507847,,15.507847,15.525461,0.017614,,,,0.017614,0.017624,1E-05,,,
1618,15.525461,,15.525461,15.543085,0.017624,,,,0.017624,0,-0.017624,,,
1619,15.543085,,15.543085,15.543085,0,,,,0,0,0,,,
1620,15.543085,,15.543085,15.543085,0,,,,0,0.002846,0.002846,,,
1621,15.543085,,15.543085,15.545931,0.002846,,,,0.002846,0.019829,0.016983,,,
1622,15.545931,,15.545931,15.56576,0.019829,,,,0.019829,0.019414,-0.000415,,,
1623,15.56576,,15.56576,15.585174,0.019414,,,,0.019414,0.003099,-0.016315,,,
1624,15.585174,,15.585174,15.588273,0.003099,,,,0.003099,0,-0.003099,,,
1625,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1626,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1627,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1628,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1629,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1630,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1631,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1632,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1633,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1634,15.588273,,15.588273,15.588273,0,,,,0,0,0,,,
1635,15.588273,,15.588273,15.588273,0,,,,0,0.000183,0.000183,,,
1636,15.588273,,15.588273,15.588456,0.000183,,,,0.000183,0.002539,0.002356,,,
1637,15.588456,,15.588456,15.590995,0.002539,,,,0.002539,0.003008,0.000469,,,
1638,15.590995,,15.590995,15.594003,0.003008,,,,0.003008,0.003951,0.000943,,,
1639,15.594003,,15.594003,15.597954,0.003951,,,,0.003951,0.000933,-0.003018,,,
1640,15.597954,,15.597954,15.598887,0.000933,,,,0.000933,0.006508,0.005575,,,
1641,15.598887,,15.598887,15.605395,0.006508,,,,0.006508,0.01298,0.006472,,,
1642,15.605395,,15.605395,15.618375,0.01298,,,,0.01298,0.00677,-0.00621,,,
1643,15.618375,,15.618375,15.625145,0.00677,,,,0.00677,0.013282,0.006512,,,
1644,15.625145,,15.625145,15.638427,0.013282,,,,0.013282,0.006995,-0.006287,,,
1645,15.638427,,15.638427,15.645422,0.006995,,,,0.006995,0.011008,0.004013,,,
1646,15.645422,,15.645422,15.65643,0.011008,,,,0.011008,0.00639,-0.004618,,,
1647,15.65643,,15.65643,15.66282,0.00639,,,,0.00639,0.002333,-0.004057,,,
1648,15.66282,,15.66282,15.665153,0.002333,,,,0.002333,0.006882,0.004549,,,
1649,15.665153,,15.665153,15.672035,0.006882,,,,0.006882,0.011143,0.004261,,,
1650,15.672035,,15.672035,15.683178,0.011143,,,,0.011143,0.002356,-0.008787,,,
1651,15.683178,,15.683178,15.685534,0.002356,,,,0.002356,0.013321,0.010965,,,
1652,15.685534,,15.685534,15.698855,0.013321,,,,0.013321,0,-0.013321,,,
1653,15.698855,,15.698855,15.698855,0,,,,0,0,0,,,
1654,15.698855,,15.698855,15.698855,0,,,,0,0,0,,,
1655,15.698855,,15.698855,15.698855,0,,,,0,0.000153,0.000153,,,
1656,15.698855,,15.698855,15.699008,0.000153,,,,0.000153,0.006369,0.006216,,,
1657,15.699008,,15.699008,15.705377,0.006369,,,,0.006369,0.02012,0.013751,,,
1658,15.705377,,15.705377,15.725497,0.02012,,,,0.02012,0.000338,-0.019782,,,
1659,15.725497,,15.725497,15.725835,0.000338,,,,0.000338,0.013289,0.012951,,,
1660,15.725835,,15.725835,15.739124,0.013289,,,,0.013289,0.001384,-0.011905,,,
1661,15.739124,,15.739124,15.740508,0.001384,,,,0.001384,0.000341,-0.001043,,,
1662,15.740508,,15.740508,15.740849,0.000341,,,,0.000341,0.000352,1.1E-05,,,
1663,15.740849,,15.740849,15.741201,0.000352,,,,0.000352,0.004024,0.003672,,,
1664,15.741201,,15.741201,15.745225,0.004024,,,,0.004024,0.019399,0.015375,,,
1665,15.745225,,15.745225,15.764624,0.019399,,,,0.019399,0.000764,-0.018635,,,
1666,15.764624,,15.764624,15.765388,0.000764,,,,0.000764,0.015091,0.014327,,,
1667,15.765388,,15.765388,15.780479,0.015091,,,,0.015091,0,-0.015091,,,
1668,15.780479,,15.780479,15.780479,0,,,,0,0.004828,0.004828,,,
1669,15.780479,,15.780479,15.785307,0.004828,,,,0.004828,0.014121,0.009293,,,
1670,15.785307,,15.785307,15.799428,0.014121,,,,0.014121,0.006457,-0.007664,,,
1671,15.799428,,15.799428,15.805885,0.006457,,,,0.006457,0.019324,0.012867,,,
1672,15.805885,,15.805885,15.825209,0.019324,,,,0.019324,0.001396,-0.017928,,,
1673,15.825209,,15.825209,15.826605,0.001396,,,,0.001396,0.01358,0.012184,,,
1674,15.826605,,15.826605,15.840185,0.01358,,,,0.01358,0.001182,-0.012398,,,
1675,15.840185,,15.840185,15.841367,0.001182,,,,0.001182,0.004682,0.0035,,,
1676,15.841367,,15.841367,15.846049,0.004682,,,,0.004682,0.000801,-0.003881,,,
1677,15.846049,,15.846049,15.84685,0.000801,,,,0.000801,0.000589,-0.000212,,,
1678,15.84685,,15.84685,15.847439,0.000589,,,,0.000589,9.4E-05,-0.000495,,,
1679,15.847439,,15.847439,15.847533,9.4E-05,,,,9.4E-05,0.005989,0.005895,,,
1680,15.847533,,15.847533,15.853522,0.005989,,,,0.005989,0.006895,0.000906,,,
1681,15.853522,,15.853522,15.860417,0.006895,,,,0.006895,0.005066,-0.001829,,,
1682,15.860417,,15.860417,15.865483,0.005066,,,,0.005066,0.003141,-0.001925,,,
1683,15.865483,,15.865483,15.868624,0.003141,,,,0.003141,0.008754,0.005613,,,
1684,15.868624,,15.868624,15.877378,0.008754,,,,0.008754,0.003124,-0.00563,,,
1685,15.877378,,15.877378,15.880502,0.003124,,,,0.003124,0.004519,0.001395,,,
1686,15.880502,,15.880502,15.885021,0.004519,,,,0.004519,0.020507,0.015988,,,
1687,15.885021,,15.885021,15.905528,0.020507,,,,0.020507,0.000193,-0.020314,,,
1688,15.905528,,15.905528,15.905721,0.000193,,,,0.000193,0.019831,0.019638,,,
1689,15.905721,,15.905721,15.925552,0.019831,,,,0.019831,0.009639,-0.010192,,,
1690,15.925552,,15.925552,15.935191,0.009639,,,,0.009639,0.005158,-0.004481,,,
1691,15.935191,,15.935191,15.940349,0.005158,,,,0.005158,0.005398,0.00024,,,
1692,15.940349,,15.940349,15.945747,0.005398,,,,0.005398,0.019544,0.014146,,,
1693,15.945747,,15.945747,15.965291,0.019544,,,,0.019544,0.002729,-0.016815,,,
1694,15.965291,,15.965291,15.96802,0.002729,,,,0.002729,0,-0.002729,,,
1695,15.96802,,15.96802,15.96802,0,,,,0,0.000145,0.000145,,,
1696,15.96802,,15.96802,15.968165,0.000145,,,,0.000145,0.017097,0.016952,,,
1697,15.968165,,15.968165,15.985262,0.017097,,,,0.017097,0.02084,0.003743,,,
1698,15.985262,,15.985262,16.006102,0.02084,,,,0.02084,0.019408,-0.001432,,,
1699,16.006102,,16.006102,16.02551,0.019408,,,,0.019408,0.00445,-0.014958,,,
1700,16.02551,,16.02551,16.02996,0.00445,,,,0.00445,0,-0.00445,,,
1701,16.02996,,16.02996,16.02996,0,,,,0,0,0,,,
1702,16.02996,,16.02996,16.02996,0,,,,0,0.013161,0.013161,,,
1703,16.02996,,16.02996,16.043121,0.013161,,,,0.013161,0.002891,-0.01027,,,
1704,16.043121,,16.043121,16.046012,0.002891,,,,0.002891,0.01667,0.013779,,,
1705,16.046012,,16.046012,16.062682,0.01667,,,,0.01667,0.002743,-0.013927,,,
1706,16.062682,,16.062682,16.065425,0.002743,,,,0.002743,0.018457,0.015714,,,
1707,16.065425,,16.065425,16.083882,0.018457,,,,0.018457,0.000571,-0.017886,,,
1708,16.083882,,16.083882,16.084453,0.000571,,,,0.000571,0.000784,0.000213,,,
1709,16.084453,,16.084453,16.085237,0.000784,,,,0.000784,0.014538,0.013754,,,
1710,16.085237,,16.085237,16.099775,0.014538,,,,0.014538,0.005946,-0.008592,,,
1711,16.099775,,16.099775,16.105721,0.005946,,,,0.005946,0.019937,0.013991,,,
1712,16.105721,,16.105721,16.125658,0.019937,,,,0.019937,0.019524,-0.000413,,,
1713,16.125658,,16.125658,16.145182,0.019524,,,,0.019524,0.008635,-0.010889,,,
1714,16.145182,,16.145182,16.153817,0.008635,,,,0.008635,0,-0.008635,,,
1715,16.153817,,16.153817,16.153817,0,,,,0,0.004606,0.004606,,,
1716,16.153817,,16.153817,16.158423,0.004606,,,,0.004606,0.007477,0.002871,,,
1717,16.158423,,16.158423,16.1659,0.007477,,,,0.007477,0.012443,0.004966,,,
1718,16.1659,,16.1659,16.178343,0.012443,,,,0.012443,0.007087,-0.005356,,,
1719,16.178343,,16.178343,16.18543,0.007087,,,,0.007087,0.018387,0.0113,,,
1720,16.18543,,16.18543,16.203817,0.018387,,,,0.018387,0.001809,-0.016578,,,
1721,16.203817,,16.203817,16.205626,0.001809,,,,0.001809,0.017304,0.015495,,,
1722,16.205626,,16.205626,16.22293,0.017304,,,,0.017304,0.00226,-0.015044,,,
1723,16.22293,,16.22293,16.22519,0.00226,,,,0.00226,0.015142,0.012882,,,
1724,16.22519,,16.22519,16.240332,0.015142,,,,0.015142,0.005396,-0.009746,,,
1725,16.240332,,16.240332,16.245728,0.005396,,,,0.005396,0.01341,0.008014,,,
1726,16.245728,,16.245728,16.259138,0.01341,,,,0.01341,0.006473,-0.006937,,,
1727,16.259138,,16.259138,16.265611,0.006473,,,,0.006473,0.016565,0.010092,,,
1728,16.265611,,16.265611,16.282176,0.016565,,,,0.016565,0.003602,-0.012963,,,
1729,16.282176,,16.282176,16.285778,0.003602,,,,0.003602,0.019753,0.016151,,,
1730,16.285778,,16.285778,16.305531,0.019753,,,,0.019753,0.008484,-0.011269,,,
1731,16.305531,,16.305531,16.314015,0.008484,,,,0.008484,0.004772,-0.003712,,,
1732,16.314015,,16.314015,16.318787,0.004772,,,,0.004772,0.006292,0.00152,,,
1733,16.318787,,16.318787,16.325079,0.006292,,,,0.006292,0.014338,0.008046,,,
1734,16.325079,,16.325079,16.339417,0.014338,,,,0.014338,0.006025,-0.008313,,,
1735,16.339417,,16.339417,16.345442,0.006025,,,,0.006025,0.012725,0.0067,,,
1736,16.345442,,16.345442,16.358167,0.012725,,,,0.012725,0.006926,-0.005799,,,
1737,16.358167,,16.358167,16.365093,0.006926,,,,0.006926,0.02052,0.013594,,,
1738,16.365093,,16.365093,16.385613,0.02052,,,,0.02052,0.003159,-0.017361,,,
1739,16.385613,,16.385613,16.388772,0.003159,,,,0.003159,0.010239,0.00708,,,
1740,16.388772,,16.388772,16.399011,0.010239,,,,0.010239,0.0059,-0.004339,,,
1741,16.399011,,16.399011,16.404911,0.0059,,,,0.0059,0.013475,0.007575,,,
1742,16.404911,,16.404911,16.418386,0.013475,,,,0.013475,0.007072,-0.006403,,,
1743,16.418386,,16.418386,16.425458,0.007072,,,,0.007072,0.015282,0.00821,,,
1744,16.425458,,16.425458,16.44074,0.015282,,,,0.015282,0.004378,-0.010904,,,
1745,16.44074,,16.44074,16.445118,0.004378,,,,0.004378,0.013921,0.009543,,,
1746,16.445118,,16.445118,16.459039,0.013921,,,,0.013921,0.006699,-0.007222,,,
1747,16.459039,,16.459039,16.465738,0.006699,,,,0.006699,0.012813,0.006114,,,
1748,16.465738,,16.465738,16.478551,0.012813,,,,0.012813,0.007266,-0.005547,,,
1749,16.478551,,16.478551,16.485817,0.007266,,,,0.007266,0.006499,-0.000767,,,
1750,16.485817,,16.485817,16.492316,0.006499,,,,0.006499,0.012683,0.006184,,,
1751,16.492316,,16.492316,16.504999,0.012683,,,,0.012683,0.000634,-0.012049,,,
1752,16.504999,,16.504999,16.505633,0.000634,,,,0.000634,0.014565,0.013931,,,
1753,16.505633,,16.505633,16.520198,0.014565,,,,0.014565,0.005201,-0.009364,,,
1754,16.520198,,16.520198,16.525399,0.005201,,,,0.005201,0.008393,0.003192,,,
1755,16.525399,,16.525399,16.533792,0.008393,,,,0.008393,0.011931,0.003538,,,
1756,16.533792,,16.533792,16.545723,0.011931,,,,0.011931,0.01421,0.002279,,,
1757,16.545723,,16.545723,16.559933,0.01421,,,,0.01421,0.005477,-0.008733,,,
1758,16.559933,,16.559933,16.56541,0.005477,,,,0.005477,0.00878,0.003303,,,
1759,16.56541,,16.56541,16.57419,0.00878,,,,0.00878,0.011849,0.003069,,,
1760,16.57419,,16.57419,16.586039,0.011849,,,,0.011849,0.012262,0.000413,,,
1761,16.586039,,16.586039,16.598301,0.012262,,,,0.012262,0.007256,-0.005006,,,
1762,16.598301,,16.598301,16.605557,0.007256,,,,0.007256,0.013008,0.005752,,,
