No.,Time,,Time 1,Time 2,Delay,,Delay 1,Delay 2,Var delay,,,Total Delay,,Rata2 Delay
5341,73.513584,,73.513584,73.513693,0.000109,,0.000109,0.013246,0.013137,,,,,
5342,73.513693,,73.513693,73.526939,0.013246,,0.013246,0.001219,-0.012027,,,,,
5343,73.526939,,73.526939,73.528158,0.001219,,0.001219,0.001058,-0.000161,,,,,
5344,73.528158,,73.528158,73.529216,0.001058,,0.001058,0.023982,0.022924,,,,,
5345,73.529216,,73.529216,73.553198,0.023982,,0.023982,0.013331,-0.010651,,,,,
5346,73.553198,,73.553198,73.566529,0.013331,,0.013331,0.000656,-0.012675,,,,,
5347,73.566529,,73.566529,73.567185,0.000656,,0.000656,0.000386,-0.00027,,,,,
5348,73.567185,,73.567185,73.567571,0.000386,,0.000386,0.001278,0.000892,,,,,
5349,73.567571,,73.567571,73.568849,0.001278,,0.001278,0.000706,-0.000572,,,,,
5350,73.568849,,73.568849,73.569555,0.000706,,0.000706,0.027933,0.027227,,,,,
5351,73.569555,,73.569555,73.597488,0.027933,,0.027933,0,-0.027933,,,,,
5352,73.597488,,73.597488,73.597488,0,,0,0.000532,0.000532,,,,,
5353,73.597488,,73.597488,73.59802,0.000532,,0.000532,0.021736,0.021204,,,,,
5354,73.59802,,73.59802,73.619756,0.021736,,0.021736,0.006265,-0.015471,,,,,
5355,73.619756,,73.619756,73.626021,0.006265,,0.006265,0.000439,-0.005826,,,,,
5356,73.626021,,73.626021,73.62646,0.000439,,0.000439,0.00013,-0.000309,,,,,
5357,73.62646,,73.62646,73.62659,0.00013,,0.00013,0.024321,0.024191,,,,,
5358,73.62659,,73.62659,73.650911,0.024321,,0.024321,0.004157,-0.020164,,,,,
5359,73.650911,,73.650911,73.655068,0.004157,,0.004157,0,-0.004157,,,,,
5360,73.655068,,73.655068,73.655068,0,,0,0.000827,0.000827,,,,,
5361,73.655068,,73.655068,73.655895,0.000827,,0.000827,0.00192,0.001093,,,,,
5362,73.655895,,73.655895,73.657815,0.00192,,0.00192,0,-0.00192,,,,,
5363,73.657815,,73.657815,73.657815,0,,0,0.000808,0.000808,,,,,
5364,73.657815,,73.657815,73.658623,0.000808,,0.000808,0.006992,0.006184,,,,,
5365,73.658623,,73.658623,73.665615,0.006992,,0.006992,0,-0.006992,,,,,
5366,73.665615,,73.665615,73.665615,0,,0,0,0,,,,,
5367,73.665615,,73.665615,73.665615,0,,0,0.000631,0.000631,,,,,
5368,73.665615,,73.665615,73.666246,0.000631,,0.000631,0.003075,0.002444,,,,,
5369,73.666246,,73.666246,73.669321,0.003075,,0.003075,0.001011,-0.002064,,,,,
5370,73.669321,,73.669321,73.670332,0.001011,,0.001011,0.00051,-0.000501,,,,,
5371,73.670332,,73.670332,73.670842,0.00051,,0.00051,0.034578,0.034068,,,,,
5372,73.670842,,73.670842,73.70542,0.034578,,0.034578,0.00243,-0.032148,,,,,
5373,73.70542,,73.70542,73.70785,0.00243,,0.00243,0,-0.00243,,,,,
5374,73.70785,,73.70785,73.70785,0,,0,0.00084,0.00084,,,,,
5375,73.70785,,73.70785,73.70869,0.00084,,0.00084,0.008766,0.007926,,,,,
5376,73.70869,,73.70869,73.717456,0.008766,,0.008766,0,-0.008766,,,,,
5377,73.717456,,73.717456,73.717456,0,,0,0.000624,0.000624,,,,,
5378,73.717456,,73.717456,73.71808,0.000624,,0.000624,4.60E-05,-0.000578,,,,,
5379,73.71808,,73.71808,73.718126,4.60E-05,,4.60E-05,0.000439,0.000393,,,,,
5380,73.718126,,73.718126,73.718565,0.000439,,0.000439,0.000663,0.000224,,,,,
5381,73.718565,,73.718565,73.719228,0.000663,,0.000663,0,-0.000663,,,,,
5382,73.719228,,73.719228,73.719228,0,,0,0.000293,0.000293,,,,,
5383,73.719228,,73.719228,73.719521,0.000293,,0.000293,0.006607,0.006314,,,,,
5384,73.719521,,73.719521,73.726128,0.006607,,0.006607,0.00237,-0.004237,,,,,
5385,73.726128,,73.726128,73.728498,0.00237,,0.00237,0,-0.00237,,,,,
5386,73.728498,,73.728498,73.728498,0,,0,0,0,,,,,
5387,73.728498,,73.728498,73.728498,0,,0,0.000663,0.000663,,,,,
5388,73.728498,,73.728498,73.729161,0.000663,,0.000663,0.001982,0.001319,,,,,
5389,73.729161,,73.729161,73.731143,0.001982,,0.001982,0.000668,-0.001314,,,,,
5390,73.731143,,73.731143,73.731811,0.000668,,0.000668,0.00027,-0.000398,,,,,
5391,73.731811,,73.731811,73.732081,0.00027,,0.00027,0.003074,0.002804,,,,,
5392,73.732081,,73.732081,73.735155,0.003074,,0.003074,0.000662,-0.002412,,,,,
5393,73.735155,,73.735155,73.735817,0.000662,,0.000662,0,-0.000662,,,,,
5394,73.735817,,73.735817,73.735817,0,,0,0.000339,0.000339,,,,,
5395,73.735817,,73.735817,73.736156,0.000339,,0.000339,0.021159,0.02082,,,,,
5396,73.736156,,73.736156,73.757315,0.021159,,0.021159,0,-0.021159,,,,,
5397,73.757315,,73.757315,73.757315,0,,0,0,0,,,,,
5398,73.757315,,73.757315,73.757315,0,,0,0.000754,0.000754,,,,,
5399,73.757315,,73.757315,73.758069,0.000754,,0.000754,6.30E-05,-0.000691,,,,,
5400,73.758069,,73.758069,73.758132,6.30E-05,,6.30E-05,0.004177,0.004114,,,,,
5401,73.758132,,73.758132,73.762309,0.004177,,0.004177,0.000642,-0.003535,,,,,
5402,73.762309,,73.762309,73.762951,0.000642,,0.000642,0.000312,-0.00033,,,,,
5403,73.762951,,73.762951,73.763263,0.000312,,0.000312,0.000806,0.000494,,,,,
5404,73.763263,,73.763263,73.764069,0.000806,,0.000806,0.000311,-0.000495,,,,,
5405,73.764069,,73.764069,73.76438,0.000311,,0.000311,0.000139,-0.000172,,,,,
5406,73.76438,,73.76438,73.764519,0.000139,,0.000139,0.004222,0.004083,,,,,
5407,73.764519,,73.764519,73.768741,0.004222,,0.004222,0.000438,-0.003784,,,,,
5408,73.768741,,73.768741,73.769179,0.000438,,0.000438,0.000307,-0.000131,,,,,
5409,73.769179,,73.769179,73.769486,0.000307,,0.000307,0.001825,0.001518,,,,,
5410,73.769486,,73.769486,73.771311,0.001825,,0.001825,0,-0.001825,,,,,
5411,73.771311,,73.771311,73.771311,0,,0,0.000467,0.000467,,,,,
5412,73.771311,,73.771311,73.771778,0.000467,,0.000467,0.000506,0.000039,,,,,
5413,73.771778,,73.771778,73.772284,0.000506,,0.000506,0.000297,-0.000209,,,,,
5414,73.772284,,73.772284,73.772581,0.000297,,0.000297,0.000428,0.000131,,,,,
5415,73.772581,,73.772581,73.773009,0.000428,,0.000428,0.001066,0.000638,,,,,
5416,73.773009,,73.773009,73.774075,0.001066,,0.001066,0.003792,0.002726,,,,,
5417,73.774075,,73.774075,73.777867,0.003792,,0.003792,0.000431,-0.003361,,,,,
5418,73.777867,,73.777867,73.778298,0.000431,,0.000431,0,-0.000431,,,,,
5419,73.778298,,73.778298,73.778298,0,,0,0,0,,,,,
5420,73.778298,,73.778298,73.778298,0,,0,7.20E-05,0.000072,,,,,
5421,73.778298,,73.778298,73.77837,7.20E-05,,7.20E-05,0.000367,0.000295,,,,,
5422,73.77837,,73.77837,73.778737,0.000367,,0.000367,0.006039,0.005672,,,,,
5423,73.778737,,73.778737,73.784776,0.006039,,0.006039,0.023237,0.017198,,,,,
5424,73.784776,,73.784776,73.808013,0.023237,,0.023237,0.00457,-0.018667,,,,,
5425,73.808013,,73.808013,73.812583,0.00457,,0.00457,0,-0.00457,,,,,
5426,73.812583,,73.812583,73.812583,0,,0,0.000835,0.000835,,,,,
5427,73.812583,,73.812583,73.813418,0.000835,,0.000835,0.021951,0.021116,,,,,
5428,73.813418,,73.813418,73.835369,0.021951,,0.021951,0.005867,-0.016084,,,,,
5429,73.835369,,73.835369,73.841236,0.005867,,0.005867,0.000891,-0.004976,,,,,
5430,73.841236,,73.841236,73.842127,0.000891,,0.000891,0.131247,0.130356,,,,,
5431,73.842127,,73.842127,73.973374,0.131247,,0.131247,0.035744,-0.095503,,,,,
5432,73.973374,,73.973374,74.009118,0.035744,,0.035744,0.018784,-0.01696,,,,,
5433,74.009118,,74.009118,74.027902,0.018784,,0.018784,0,-0.018784,,,,,
5434,74.027902,,74.027902,74.027902,0,,0,0,0,,,,,
5435,74.027902,,74.027902,74.027902,0,,0,0,0,,,,,
5436,74.027902,,74.027902,74.027902,0,,0,0.000239,0.000239,,,,,
5437,74.027902,,74.027902,74.028141,0.000239,,0.000239,0,-0.000239,,,,,
5438,74.028141,,74.028141,74.028141,0,,0,0.000997,0.000997,,,,,
5439,74.028141,,74.028141,74.029138,0.000997,,0.000997,0.000319,-0.000678,,,,,
5440,74.029138,,74.029138,74.029457,0.000319,,0.000319,0,-0.000319,,,,,
5441,74.029457,,74.029457,74.029457,0,,0,0.000627,0.000627,,,,,
5442,74.029457,,74.029457,74.030084,0.000627,,0.000627,0.00248,0.001853,,,,,
5443,74.030084,,74.030084,74.032564,0.00248,,0.00248,0,-0.00248,,,,,
5444,74.032564,,74.032564,74.032564,0,,0,0,0,,,,,
5445,74.032564,,74.032564,74.032564,0,,0,0,0,,,,,
5446,74.032564,,74.032564,74.032564,0,,0,0.000619,0.000619,,,,,
5447,74.032564,,74.032564,74.033183,0.000619,,0.000619,0.000402,-0.000217,,,,,
5448,74.033183,,74.033183,74.033585,0.000402,,0.000402,0.002091,0.001689,,,,,
5449,74.033585,,74.033585,74.035676,0.002091,,0.002091,0.000521,-0.00157,,,,,
5450,74.035676,,74.035676,74.036197,0.000521,,0.000521,0.003829,0.003308,,,,,
5451,74.036197,,74.036197,74.040026,0.003829,,0.003829,0,-0.003829,,,,,
5452,74.040026,,74.040026,74.040026,0,,0,0.000372,0.000372,,,,,
5453,74.040026,,74.040026,74.040398,0.000372,,0.000372,0,-0.000372,,,,,
5454,74.040398,,74.040398,74.040398,0,,0,0.000439,0.000439,,,,,
5455,74.040398,,74.040398,74.040837,0.000439,,0.000439,0.003415,0.002976,,,,,
5456,74.040837,,74.040837,74.044252,0.003415,,0.003415,0,-0.003415,,,,,
5457,74.044252,,74.044252,74.044252,0,,0,0.000595,0.000595,,,,,
5458,74.044252,,74.044252,74.044847,0.000595,,0.000595,0.001341,0.000746,,,,,
5459,74.044847,,74.044847,74.046188,0.001341,,0.001341,0,-0.001341,,,,,
5460,74.046188,,74.046188,74.046188,0,,0,0.000666,0.000666,,,,,
5461,74.046188,,74.046188,74.046854,0.000666,,0.000666,0.003286,0.00262,,,,,
5462,74.046854,,74.046854,74.05014,0.003286,,0.003286,0,-0.003286,,,,,
5463,74.05014,,74.05014,74.05014,0,,0,0.000787,0.000787,,,,,
5464,74.05014,,74.05014,74.050927,0.000787,,0.000787,0.000518,-0.000269,,,,,
5465,74.050927,,74.050927,74.051445,0.000518,,0.000518,0,-0.000518,,,,,
5466,74.051445,,74.051445,74.051445,0,,0,0.000392,0.000392,,,,,
5467,74.051445,,74.051445,74.051837,0.000392,,0.000392,0.003454,0.003062,,,,,
5468,74.051837,,74.051837,74.055291,0.003454,,0.003454,0.002808,-0.000646,,,,,
5469,74.055291,,74.055291,74.058099,0.002808,,0.002808,0,-0.002808,,,,,
5470,74.058099,,74.058099,74.058099,0,,0,0.000453,0.000453,,,,,
5471,74.058099,,74.058099,74.058552,0.000453,,0.000453,0.000167,-0.000286,,,,,
5472,74.058552,,74.058552,74.058719,0.000167,,0.000167,0.005865,0.005698,,,,,
5473,74.058719,,74.058719,74.064584,0.005865,,0.005865,0,-0.005865,,,,,
5474,74.064584,,74.064584,74.064584,0,,0,0.000661,0.000661,,,,,
5475,74.064584,,74.064584,74.065245,0.000661,,0.000661,0.000293,-0.000368,,,,,
5476,74.065245,,74.065245,74.065538,0.000293,,0.000293,0.000819,0.000526,,,,,
5477,74.065538,,74.065538,74.066357,0.000819,,0.000819,0.000424,-0.000395,,,,,
5478,74.066357,,74.066357,74.066781,0.000424,,0.000424,0.003411,0.002987,,,,,
5479,74.066781,,74.066781,74.070192,0.003411,,0.003411,0.003562,0.000151,,,,,
5480,74.070192,,74.070192,74.073754,0.003562,,0.003562,0,-0.003562,,,,,
5481,74.073754,,74.073754,74.073754,0,,0,0,0,,,,,
5482,74.073754,,74.073754,74.073754,0,,0,0.00081,0.00081,,,,,
5483,74.073754,,74.073754,74.074564,0.00081,,0.00081,0.002906,0.002096,,,,,
5484,74.074564,,74.074564,74.07747,0.002906,,0.002906,0.001063,-0.001843,,,,,
5485,74.07747,,74.07747,74.078533,0.001063,,0.001063,0,-0.001063,,,,,
5486,74.078533,,74.078533,74.078533,0,,0,0.000681,0.000681,,,,,
5487,74.078533,,74.078533,74.079214,0.000681,,0.000681,0.000646,-0.000035,,,,,
5488,74.079214,,74.079214,74.07986,0.000646,,0.000646,0.000636,-0.00001,,,,,
5489,74.07986,,74.07986,74.080496,0.000636,,0.000636,0.000415,-0.000221,,,,,
5490,74.080496,,74.080496,74.080911,0.000415,,0.000415,0.0035,0.003085,,,,,
5491,74.080911,,74.080911,74.084411,0.0035,,0.0035,0.000166,-0.003334,,,,,
5492,74.084411,,74.084411,74.084577,0.000166,,0.000166,0.000328,0.000162,,,,,
5493,74.084577,,74.084577,74.084905,0.000328,,0.000328,0.000713,0.000385,,,,,
5494,74.084905,,74.084905,74.085618,0.000713,,0.000713,0.000617,-9.60E-05,,,,,
5495,74.085618,,74.085618,74.086235,0.000617,,0.000617,0.00039,-0.000227,,,,,
5496,74.086235,,74.086235,74.086625,0.00039,,0.00039,0.003366,0.002976,,,,,
5497,74.086625,,74.086625,74.089991,0.003366,,0.003366,0,-0.003366,,,,,
5498,74.089991,,74.089991,74.089991,0,,0,0.000547,0.000547,,,,,
5499,74.089991,,74.089991,74.090538,0.000547,,0.000547,0.000836,0.000289,,,,,
5500,74.090538,,74.090538,74.091374,0.000836,,0.000836,0.000509,-0.000327,,,,,
5501,74.091374,,74.091374,74.091883,0.000509,,0.000509,0.000442,-0.000067,,,,,
5502,74.091883,,74.091883,74.092325,0.000442,,0.000442,0.002405,0.001963,,,,,
5503,74.092325,,74.092325,74.09473,0.002405,,0.002405,0.000367,-0.002038,,,,,
5504,74.09473,,74.09473,74.095097,0.000367,,0.000367,0.000281,-0.000086,,,,,
5505,74.095097,,74.095097,74.095378,0.000281,,0.000281,0.001284,0.001003,,,,,
5506,74.095378,,74.095378,74.096662,0.001284,,0.001284,0,-0.001284,,,,,
5507,74.096662,,74.096662,74.096662,0,,0,0.000508,0.000508,,,,,
5508,74.096662,,74.096662,74.09717,0.000508,,0.000508,0.00479,0.004282,,,,,
5509,74.09717,,74.09717,74.10196,0.00479,,0.00479,0,-0.00479,,,,,
5510,74.10196,,74.10196,74.10196,0,,0,0,0,,,,,
5511,74.10196,,74.10196,74.10196,0,,0,0,0,,,,,
5512,74.10196,,74.10196,74.10196,0,,0,0.000785,0.000785,,,,,
5513,74.10196,,74.10196,74.102745,0.000785,,0.000785,0.00484,0.004055,,,,,
5514,74.102745,,74.102745,74.107585,0.00484,,0.00484,0,-0.00484,,,,,
5515,74.107585,,74.107585,74.107585,0,,0,0,0,,,,,
5516,74.107585,,74.107585,74.107585,0,,0,0.000703,0.000703,,,,,
5517,74.107585,,74.107585,74.108288,0.000703,,0.000703,0.000159,-0.000544,,,,,
5518,74.108288,,74.108288,74.108447,0.000159,,0.000159,0.015232,0.015073,,,,,
5519,74.108447,,74.108447,74.123679,0.015232,,0.015232,0.000591,-0.014641,,,,,
5520,74.123679,,74.123679,74.12427,0.000591,,0.000591,0.000404,-0.000187,,,,,
5521,74.12427,,74.12427,74.124674,0.000404,,0.000404,0.000998,0.000594,,,,,
5522,74.124674,,74.124674,74.125672,0.000998,,0.000998,0,-0.000998,,,,,
5523,74.125672,,74.125672,74.125672,0,,0,0.000523,0.000523,,,,,
5524,74.125672,,74.125672,74.126195,0.000523,,0.000523,0.002995,0.002472,,,,,
5525,74.126195,,74.126195,74.12919,0.002995,,0.002995,0.000249,-0.002746,,,,,
5526,74.12919,,74.12919,74.129439,0.000249,,0.000249,0.000526,0.000277,,,,,
5527,74.129439,,74.129439,74.129965,0.000526,,0.000526,0.001726,0.0012,,,,,
5528,74.129965,,74.129965,74.131691,0.001726,,0.001726,0,-0.001726,,,,,
5529,74.131691,,74.131691,74.131691,0,,0,0.000926,0.000926,,,,,
5530,74.131691,,74.131691,74.132617,0.000926,,0.000926,0.003231,0.002305,,,,,
5531,74.132617,,74.132617,74.135848,0.003231,,0.003231,0,-0.003231,,,,,
5532,74.135848,,74.135848,74.135848,0,,0,0.000499,0.000499,,,,,
5533,74.135848,,74.135848,74.136347,0.000499,,0.000499,0.003591,0.003092,,,,,
5534,74.136347,,74.136347,74.139938,0.003591,,0.003591,0,-0.003591,,,,,
5535,74.139938,,74.139938,74.139938,0,,0,0,0,,,,,
5536,74.139938,,74.139938,74.139938,0,,0,0.000669,0.000669,,,,,
5537,74.139938,,74.139938,74.140607,0.000669,,0.000669,0.001908,0.001239,,,,,
5538,74.140607,,74.140607,74.142515,0.001908,,0.001908,0,-0.001908,,,,,
5539,74.142515,,74.142515,74.142515,0,,0,0.00052,0.00052,,,,,
5540,74.142515,,74.142515,74.143035,0.00052,,0.00052,0.013565,0.013045,,,,,
5541,74.143035,,74.143035,74.1566,0.013565,,0.013565,0,-0.013565,,,,,
5542,74.1566,,74.1566,74.1566,0,,0,0.000575,0.000575,,,,,
5543,74.1566,,74.1566,74.157175,0.000575,,0.000575,0.000494,-0.000081,,,,,
5544,74.157175,,74.157175,74.157669,0.000494,,0.000494,0,-0.000494,,,,,
5545,74.157669,,74.157669,74.157669,0,,0,0,0,,,,,
5546,74.157669,,74.157669,74.157669,0,,0,0,0,,,,,
5547,74.157669,,74.157669,74.157669,0,,0,0.000559,0.000559,,,,,
5548,74.157669,,74.157669,74.158228,0.000559,,0.000559,0.000322,-0.000237,,,,,
5549,74.158228,,74.158228,74.15855,0.000322,,0.000322,0.000808,0.000486,,,,,
5550,74.15855,,74.15855,74.159358,0.000808,,0.000808,0.000387,-0.000421,,,,,
5551,74.159358,,74.159358,74.159745,0.000387,,0.000387,7.00E-06,-0.00038,,,,,
5552,74.159745,,74.159745,74.159752,7.00E-06,,7.00E-06,0.0102,0.010193,,,,,
5553,74.159752,,74.159752,74.169952,0.0102,,0.0102,0,-0.0102,,,,,
5554,74.169952,,74.169952,74.169952,0,,0,0.000615,0.000615,,,,,
5555,74.169952,,74.169952,74.170567,0.000615,,0.000615,0.000753,0.000138,,,,,
5556,74.170567,,74.170567,74.17132,0.000753,,0.000753,0,-0.000753,,,,,
5557,74.17132,,74.17132,74.17132,0,,0,0.000556,0.000556,,,,,
5558,74.17132,,74.17132,74.171876,0.000556,,0.000556,0.007358,0.006802,,,,,
5559,74.171876,,74.171876,74.179234,0.007358,,0.007358,0,-0.007358,,,,,
5560,74.179234,,74.179234,74.179234,0,,0,0.000464,0.000464,,,,,
5561,74.179234,,74.179234,74.179698,0.000464,,0.000464,0.000644,0.00018,,,,,
5562,74.179698,,74.179698,74.180342,0.000644,,0.000644,0,-0.000644,,,,,
5563,74.180342,,74.180342,74.180342,0,,0,0.000471,0.000471,,,,,
5564,74.180342,,74.180342,74.180813,0.000471,,0.000471,0.003926,0.003455,,,,,
5565,74.180813,,74.180813,74.184739,0.003926,,0.003926,0,-0.003926,,,,,
5566,74.184739,,74.184739,74.184739,0,,0,0,0,,,,,
5567,74.184739,,74.184739,74.184739,0,,0,0,0,,,,,
5568,74.184739,,74.184739,74.184739,0,,0,0.000555,0.000555,,,,,
5569,74.184739,,74.184739,74.185294,0.000555,,0.000555,0.006987,0.006432,,,,,
5570,74.185294,,74.185294,74.192281,0.006987,,0.006987,0,-0.006987,,,,,
5571,74.192281,,74.192281,74.192281,0,,0,0.00076,0.00076,,,,,
5572,74.192281,,74.192281,74.193041,0.00076,,0.00076,0.00075,-0.00001,,,,,
5573,74.193041,,74.193041,74.193791,0.00075,,0.00075,0,-0.00075,,,,,
5574,74.193791,,74.193791,74.193791,0,,0,0.000617,0.000617,,,,,
5575,74.193791,,74.193791,74.194408,0.000617,,0.000617,0.004752,0.004135,,,,,
5576,74.194408,,74.194408,74.19916,0.004752,,0.004752,0.001773,-0.002979,,,,,
5577,74.19916,,74.19916,74.200933,0.001773,,0.001773,0.000565,-0.001208,,,,,
5578,74.200933,,74.200933,74.201498,0.000565,,0.000565,0.001516,0.000951,,,,,
5579,74.201498,,74.201498,74.203014,0.001516,,0.001516,0.006594,0.005078,,,,,
5580,74.203014,,74.203014,74.209608,0.006594,,0.006594,0,-0.006594,,,,,
5581,74.209608,,74.209608,74.209608,0,,0,0,0,,,,,
5582,74.209608,,74.209608,74.209608,0,,0,0,0,,,,,
5583,74.209608,,74.209608,74.209608,0,,0,0.001666,0.001666,,,,,
5584,74.209608,,74.209608,74.211274,0.001666,,0.001666,0.007997,0.006331,,,,,
5585,74.211274,,74.211274,74.219271,0.007997,,0.007997,0,-0.007997,,,,,
5586,74.219271,,74.219271,74.219271,0,,0,0,0,,,,,
5587,74.219271,,74.219271,74.219271,0,,0,0,0,,,,,
5588,74.219271,,74.219271,74.219271,0,,0,0.000803,0.000803,,,,,
5589,74.219271,,74.219271,74.220074,0.000803,,0.000803,1.90E-05,-0.000784,,,,,
5590,74.220074,,74.220074,74.220093,1.90E-05,,1.90E-05,0.000197,0.000178,,,,,
5591,74.220093,,74.220093,74.22029,0.000197,,0.000197,0.000275,0.000078,,,,,
5592,74.22029,,74.22029,74.220565,0.000275,,0.000275,0.001375,0.0011,,,,,
5593,74.220565,,74.220565,74.22194,0.001375,,0.001375,0,-0.001375,,,,,
5594,74.22194,,74.22194,74.22194,0,,0,0.000709,0.000709,,,,,
5595,74.22194,,74.22194,74.222649,0.000709,,0.000709,0.007358,0.006649,,,,,
5596,74.222649,,74.222649,74.230007,0.007358,,0.007358,0.008598,0.00124,,,,,
5597,74.230007,,74.230007,74.238605,0.008598,,0.008598,0.000289,-0.008309,,,,,
5598,74.238605,,74.238605,74.238894,0.000289,,0.000289,0.000327,0.000038,,,,,
5599,74.238894,,74.238894,74.239221,0.000327,,0.000327,0.000985,0.000658,,,,,
5600,74.239221,,74.239221,74.240206,0.000985,,0.000985,0,-0.000985,,,,,
5601,74.240206,,74.240206,74.240206,0,,0,0.000482,0.000482,,,,,
5602,74.240206,,74.240206,74.240688,0.000482,,0.000482,0.009396,0.008914,,,,,
5603,74.240688,,74.240688,74.250084,0.009396,,0.009396,0,-0.009396,,,,,
5604,74.250084,,74.250084,74.250084,0,,0,0,0,,,,,
5605,74.250084,,74.250084,74.250084,0,,0,0,0,,,,,
5606,74.250084,,74.250084,74.250084,0,,0,0.000733,0.000733,,,,,
5607,74.250084,,74.250084,74.250817,0.000733,,0.000733,0.004877,0.004144,,,,,
5608,74.250817,,74.250817,74.255694,0.004877,,0.004877,0,-0.004877,,,,,
5609,74.255694,,74.255694,74.255694,0,,0,0.000553,0.000553,,,,,
5610,74.255694,,74.255694,74.256247,0.000553,,0.000553,0.009312,0.008759,,,,,
5611,74.256247,,74.256247,74.265559,0.009312,,0.009312,0.000783,-0.008529,,,,,
5612,74.265559,,74.265559,74.266342,0.000783,,0.000783,0.000563,-0.00022,,,,,
5613,74.266342,,74.266342,74.266905,0.000563,,0.000563,0.001206,0.000643,,,,,
5614,74.266905,,74.266905,74.268111,0.001206,,0.001206,0,-0.001206,,,,,
5615,74.268111,,74.268111,74.268111,0,,0,0.000654,0.000654,,,,,
5616,74.268111,,74.268111,74.268765,0.000654,,0.000654,0.000782,0.000128,,,,,
5617,74.268765,,74.268765,74.269547,0.000782,,0.000782,0,-0.000782,,,,,
5618,74.269547,,74.269547,74.269547,0,,0,0.000532,0.000532,,,,,
5619,74.269547,,74.269547,74.270079,0.000532,,0.000532,0.00833,0.007798,,,,,
5620,74.270079,,74.270079,74.278409,0.00833,,0.00833,0.003594,-0.004736,,,,,
5621,74.278409,,74.278409,74.282003,0.003594,,0.003594,0.00022,-0.003374,,,,,
5622,74.282003,,74.282003,74.282223,0.00022,,0.00022,0.000328,0.000108,,,,,
5623,74.282223,,74.282223,74.282551,0.000328,,0.000328,0.000227,-0.000101,,,,,
5624,74.282551,,74.282551,74.282778,0.000227,,0.000227,0.001414,0.001187,,,,,
5625,74.282778,,74.282778,74.284192,0.001414,,0.001414,0.000619,-0.000795,,,,,
5626,74.284192,,74.284192,74.284811,0.000619,,0.000619,0.001772,0.001153,,,,,
5627,74.284811,,74.284811,74.286583,0.001772,,0.001772,0.002454,0.000682,,,,,
5628,74.286583,,74.286583,74.289037,0.002454,,0.002454,0,-0.002454,,,,,
5629,74.289037,,74.289037,74.289037,0,,0,0.000868,0.000868,,,,,
5630,74.289037,,74.289037,74.289905,0.000868,,0.000868,0.000641,-0.000227,,,,,
5631,74.289905,,74.289905,74.290546,0.000641,,0.000641,0.004054,0.003413,,,,,
5632,74.290546,,74.290546,74.2946,0.004054,,0.004054,0.000516,-0.003538,,,,,
5633,74.2946,,74.2946,74.295116,0.000516,,0.000516,0.000203,-0.000313,,,,,
5634,74.295116,,74.295116,74.295319,0.000203,,0.000203,0.000365,0.000162,,,,,
5635,74.295319,,74.295319,74.295684,0.000365,,0.000365,0.000409,0.000044,,,,,
5636,74.295684,,74.295684,74.296093,0.000409,,0.000409,0.003466,0.003057,,,,,
5637,74.296093,,74.296093,74.299559,0.003466,,0.003466,0,-0.003466,,,,,
5638,74.299559,,74.299559,74.299559,0,,0,0.000722,0.000722,,,,,
5639,74.299559,,74.299559,74.300281,0.000722,,0.000722,0.005345,0.004623,,,,,
5640,74.300281,,74.300281,74.305626,0.005345,,0.005345,0,-0.005345,,,,,
5641,74.305626,,74.305626,74.305626,0,,0,0,0,,,,,
5642,74.305626,,74.305626,74.305626,0,,0,0,0,,,,,
5643,74.305626,,74.305626,74.305626,0,,0,0.001068,0.001068,,,,,
5644,74.305626,,74.305626,74.306694,0.001068,,0.001068,0.014015,0.012947,,,,,
5645,74.306694,,74.306694,74.320709,0.014015,,0.014015,0.00896,-0.005055,,,,,
5646,74.320709,,74.320709,74.329669,0.00896,,0.00896,0.032562,0.023602,,,,,
5647,74.329669,,74.329669,74.362231,0.032562,,0.032562,0.021592,-0.01097,,,,,
5648,74.362231,,74.362231,74.383823,0.021592,,0.021592,0.835845,0.814253,,,,,
5649,74.383823,,74.383823,75.219668,0.835845,,0.835845,0.014852,-0.820993,,,,,
5650,75.219668,,75.219668,75.23452,0.014852,,0.014852,0.000758,-0.014094,,,,,
5651,75.23452,,75.23452,75.235278,0.000758,,0.000758,0.00033,-0.000428,,,,,
5652,75.235278,,75.235278,75.235608,0.00033,,0.00033,0.000515,0.000185,,,,,
5653,75.235608,,75.235608,75.236123,0.000515,,0.000515,0.000681,0.000166,,,,,
5654,75.236123,,75.236123,75.236804,0.000681,,0.000681,0.00013,-0.000551,,,,,
5655,75.236804,,75.236804,75.236934,0.00013,,0.00013,0.000166,0.000036,,,,,
5656,75.236934,,75.236934,75.2371,0.000166,,0.000166,0.000316,0.00015,,,,,
5657,75.2371,,75.2371,75.237416,0.000316,,0.000316,0.012759,0.012443,,,,,
5658,75.237416,,75.237416,75.250175,0.012759,,0.012759,1.32338,1.310621,,,,,
5659,75.250175,,75.250175,76.573555,1.32338,,1.32338,0.376088,-0.947292,,,,,
5660,76.573555,,76.573555,76.949643,0.376088,,0.376088,0.022952,-0.353136,,,,,
5661,76.949643,,76.949643,76.972595,0.022952,,0.022952,0.196763,0.173811,,,,,
5662,76.972595,,76.972595,77.169358,0.196763,,0.196763,0.0003,-0.196463,,,,,
5663,77.169358,,77.169358,77.169658,0.0003,,0.0003,0.026367,0.026067,,,,,
